117.217.199.249:51056,1
183.82.4.109:62015,2
115.160.252.10:57651,5
115.69.252.214:54625,1
52.74.219.71:56739,1
115.114.81.2:36654,5
1.38.18.181:59351,2
15.211.153.73:26904,1
61.17.173.233:61382,1
101.60.221.99:51683,1
117.247.221.67:51484,1
117.227.12.100:49191,4
117.197.32.20:1530,1
113.193.180.138:50109,1
117.247.215.19:60165,5
61.3.223.11:49538,2
125.16.17.145:26603,1
59.145.203.67:34197,5
101.56.43.253:51639,9
165.225.104.65:46393,3
121.241.235.68:64704,2
124.123.93.163:50066,2
52.74.219.71:59004,1
119.151.20.21:34057,2
202.41.3.20:51350,1
182.69.136.35:50658,8
27.97.0.71:16763,1
202.45.7.174:16582,4
101.2.37.28:1102,3
14.139.122.98:49698,2
59.89.84.58:49999,1
121.243.33.212:61775,8
106.78.111.182:54492,2
119.81.61.166:45915,1
52.74.219.71:45849,1
117.199.20.130:50212,1
104.236.211.218:20049,1
64.242.52.33:40326,4
203.115.93.70:2164,1
122.176.59.62:17919,2
103.245.198.70:64309,1
37.228.105.20:46743,2
142.4.22.237:54484,1
61.246.186.198:6316,1
119.81.61.166:45063,1
27.5.54.149:63068,6
115.111.128.46:40256,1
103.43.112.98:47030,1
15.219.201.70:56629,3
119.81.61.166:47553,1
164.164.144.9:56999,7
14.139.238.131:2075,5
192.88.169.1:25246,3
117.199.171.41:21401,7
202.89.105.46:50293,1
203.197.143.149:36357,4
119.235.51.123:39566,19
49.15.48.196:59911,2
121.244.211.20:35880,1
164.100.194.97:50085,1
180.215.92.69:35966,1
165.225.96.64:25339,1
59.145.203.67:54393,1
14.99.9.220:49238,5
218.248.243.2:53198,4
59.160.29.48:53017,2
1.39.34.241:39021,3
122.177.224.82:51356,16
52.74.219.71:58968,1
37.228.106.207:44899,3
192.8.229.10:41984,2
119.235.55.235:3244,1
14.139.235.3:17566,7
103.22.239.216:36521,1
122.160.82.95:50184,2
122.15.18.18:30390,1
52.74.219.71:46347,1
203.90.117.222:54796,1
196.207.94.20:3614,1
203.122.48.186:34510,1
192.8.229.10:35417,1
123.252.184.40:29478,7
112.79.35.16:11155,1
59.99.246.221:2788,1
103.231.214.18:56656,2
59.177.205.214:13768,3
52.74.219.71:57567,1
14.140.167.94:43893,4
1.23.103.224:65359,1
103.248.35.3:55614,1
52.74.219.71:43425,1
27.255.212.59:52953,4
122.169.170.254:50803,3
117.192.71.58:13958,9
202.53.89.98:56294,1
115.184.89.149:60793,1
125.17.18.133:58180,1
171.77.197.100:47035,1
203.91.215.55:58569,2
117.194.216.99:13994,1
14.139.60.61:42883,1
117.244.78.26:20134,1
14.141.108.74:45064,2
220.227.55.229:31381,1
203.110.246.25:19185,1
52.74.219.71:33330,1
206.201.224.118:28928,1
120.59.102.166:20702,2
208.87.233.201:40006,1
145.8.104.65:17369,2
117.254.89.240:5914,1
117.239.148.145:2316,1
106.200.171.231:41562,4
1.38.17.195:22584,2
27.124.11.46:36126,1
1.39.62.188:47230,1
52.74.219.71:57237,1
168.235.197.144:8935,1
52.74.219.71:55785,1
182.73.71.194:49404,8
52.74.219.71:52878,1
112.196.8.10:63336,1
122.248.183.1:43461,4
52.74.219.71:43869,1
106.220.24.10:5427,6
122.160.78.22:2188,9
122.163.144.243:52998,1
117.203.213.223:49464,17
27.106.88.228:16379,3
119.235.49.61:52192,2
122.169.117.162:2513,1
168.235.197.179:9581,1
59.89.107.50:49557,1
117.198.142.217:58775,2
125.21.241.133:59416,2
122.161.193.146:17773,9
122.15.201.20:13372,2
121.243.112.118:42847,1
103.240.171.98:12674,2
59.180.35.165:19502,1
203.132.209.101:48343,1
61.8.145.194:17342,9
120.59.199.147:3636,1
115.242.168.15:51282,1
182.156.77.213:23794,3
103.21.54.86:18636,2
119.81.61.166:48099,1
203.101.96.77:53235,1
122.252.229.234:4738,15
123.237.18.103:62492,8
52.74.219.71:50256,1
180.151.84.253:43599,5
59.165.249.102:57819,1
182.64.102.107:20477,3
52.74.219.71:40107,1
52.74.219.71:54153,1
182.56.184.158:13377,3
115.111.214.14:20211,2
117.239.57.98:46585,6
124.123.195.40:3629,4
182.64.120.12:62580,8
54.251.151.39:48099,1
14.139.253.18:54435,3
117.240.154.82:62890,3
106.66.103.238:42758,3
14.139.69.34:51231,2
182.68.153.138:24093,1
52.74.219.71:46608,1
203.0.215.2:41312,1
106.76.231.217:54502,2
202.53.94.194:50765,1
52.74.219.71:39189,1
52.74.219.71:53109,1
115.118.25.67:50150,1
42.106.175.153:25976,1
125.23.134.18:49229,15
61.247.229.153:45706,1
1.187.217.224:47691,1
59.91.159.30:10696,1
14.141.151.58:2436,2
116.202.36.65:18959,7
52.74.219.71:52434,1
101.212.68.40:36943,2
117.215.170.198:52075,2
49.14.101.123:13213,8
203.99.218.140:23374,3
14.195.88.15:62044,1
106.186.23.95:34440,1
14.99.208.26:49187,14
106.186.23.95:36222,1
49.206.0.16:58773,1
182.66.58.166:32660,2
106.210.161.0:40620,3
52.74.219.71:55947,1
103.7.128.116:20974,2
14.141.106.36:37768,2
14.141.151.6:29557,1
122.160.12.166:52025,4
203.115.101.197:14657,3
106.66.228.176:14967,9
43.225.250.97:57052,1
52.74.219.71:42039,1
101.223.241.235:57013,1
119.235.50.230:2168,5
106.186.23.95:35805,1
54.251.151.39:46563,1
70.39.186.72:19313,1
52.74.219.71:40338,1
8.37.224.249:45934,1
49.15.48.196:4942,1
59.96.247.253:4439,1
122.161.60.42:22964,1
122.160.74.72:51442,3
43.230.173.153:3544,1
115.118.225.39:59176,4
119.81.61.166:42981,1
52.74.219.71:53196,1
1.39.35.220:3260,15
52.74.219.71:39798,1
1.22.18.106:50279,2
203.129.223.242:53248,2
59.145.203.66:16363,1
115.248.86.25:27922,3
52.74.219.71:43755,1
128.185.160.66:33947,1
59.97.229.79:52981,1
182.71.110.222:49271,1
120.59.102.66:53329,3
59.90.55.71:10343,2
164.100.176.34:53070,1
117.220.31.60:50518,1
125.22.193.150:35128,1
52.74.219.71:39024,1
117.239.224.138:49558,2
52.74.219.71:41049,1
122.15.156.64:23987,1
52.74.219.71:43182,1
103.8.148.95:20032,1
49.204.242.129:65341,3
1.23.176.114:57394,1
106.186.23.95:35331,1
123.201.55.10:15349,10
52.74.219.71:53736,1
103.228.41.216:52720,2
122.181.9.82:56986,1
27.251.147.50:55583,1
111.93.136.226:51779,3
117.206.118.35:51823,12
117.221.101.220:50922,2
116.75.180.129:49444,4
123.242.242.16:30619,1
180.179.213.94:48735,1
119.81.61.166:42585,1
182.69.1.8:60676,1
52.74.219.71:44235,1
161.181.53.10:29183,2
49.36.0.243:50091,3
203.62.172.31:62364,7
52.74.219.71:52137,1
117.200.112.60:62074,1
115.160.252.222:35548,1
164.100.1.49:51022,3
117.199.247.25:51886,1
117.214.92.77:51632,2
117.218.39.19:21261,3
61.12.39.106:62797,2
183.82.2.146:51676,2
103.225.224.125:49657,1
180.87.201.253:15241,3
182.64.210.148:21017,1
123.136.242.54:53856,2
104.236.211.218:19704,1
117.253.240.108:51640,1
182.69.173.189:17506,51
106.198.25.67:38462,1
202.153.41.197:49370,1
202.191.199.18:16033,1
182.70.75.174:52245,2
103.29.157.110:3012,3
91.103.41.1:24752,4
223.227.165.64:45573,1
70.39.185.121:39616,1
106.186.23.95:36402,1
195.110.70.55:29616,1
37.228.107.78:43842,5
208.65.73.254:10403,9
117.207.147.148:40829,1
106.186.23.95:36123,1
107.167.108.167:35379,13
52.74.219.71:58737,1
42.107.175.148:17994,4
70.39.185.164:37116,2
193.202.110.180:48381,1
101.221.134.69:28668,5
203.99.218.140:53746,1
115.248.89.98:7668,2
52.74.219.71:51543,1
150.107.95.10:59735,4
122.162.178.4:53996,5
198.147.160.75:29998,1
182.68.88.145:49970,2
52.74.219.71:46482,1
183.82.3.40:51614,2
104.236.211.218:20070,1
52.74.219.71:49977,1
59.91.78.66:2610,2
1.38.19.34:32747,1
103.243.226.101:35470,7
14.139.69.43:59619,2
117.215.166.248:18535,2
117.254.26.235:49687,4
1.38.22.1:58574,3
14.140.152.66:43676,3
52.74.219.71:34797,1
124.124.16.218:57343,2
54.240.199.105:28871,2
125.22.43.14:30195,1
122.15.18.18:29763,6
14.99.10.95:52036,1
14.139.245.68:51528,2
54.251.151.39:48804,1
123.63.136.147:53564,2
14.141.7.60:45014,4
54.251.151.39:55158,1
182.70.122.144:36432,2
168.235.197.144:52039,2
115.117.129.83:53685,1
182.70.46.249:45772,1
115.242.140.61:57863,1
52.74.219.71:47058,1
59.160.59.3:59583,2
1.38.21.44:12224,1
54.251.151.39:47421,1
202.83.16.90:50035,2
101.212.71.209:46787,2
114.31.251.116:21070,1
1.39.35.217:15568,2
106.208.191.67:1206,1
122.164.215.118:14809,1
59.97.214.124:58100,13
141.113.85.93:28990,5
202.41.3.20:51398,1
59.180.42.20:13155,3
106.220.249.75:17596,1
107.167.107.237:41533,2
59.94.4.107:52637,2
119.81.61.166:46332,1
52.74.219.71:50751,1
117.204.197.105:25092,2
117.211.166.50:58552,2
106.219.10.21:45484,2
116.50.66.18:24167,5
59.144.98.242:57495,1
52.74.219.71:55554,1
203.27.235.5:35577,2
59.160.59.3:16386,1
125.16.138.141:43824,1
122.163.15.112:65095,3
113.19.96.137:2777,2
106.51.242.33:17869,3
116.203.120.109:49489,1
192.156.110.202:50256,6
123.239.68.129:8334,4
122.163.219.28:63598,16
119.151.36.63:28215,1
1.39.34.116:40208,1
49.14.101.123:15082,9
122.248.183.1:2105,1
103.246.49.58:10140,2
54.251.151.39:43656,1
64.26.205.100:57561,2
119.81.61.166:47436,1
182.48.199.1:50202,1
203.77.177.176:46790,1
115.115.193.94:43595,1
52.74.219.71:44037,1
125.99.183.19:63944,2
115.248.179.194:12780,2
111.93.173.86:47094,1
14.140.80.228:39761,2
101.63.129.100:49823,1
106.203.195.176:35955,3
122.176.163.163:11124,9
119.81.61.166:44664,1
144.36.129.195:59977,1
107.167.107.171:53412,2
59.145.220.186:27965,2
180.178.28.18:15026,1
144.36.230.193:61711,4
14.140.99.194:23962,2
122.173.131.230:19198,7
119.81.61.166:45339,1
59.99.157.110:10488,1
106.220.42.108:29784,1
1.39.63.67:3253,2
119.81.61.166:42402,1
115.250.50.125:30426,1
106.186.23.95:35889,1
119.81.61.166:45618,1
182.74.224.154:53899,2
180.215.226.35:55157,2
203.91.192.2:36004,1
203.115.125.82:53879,1
117.207.248.251:50447,2
59.95.219.191:51540,1
117.211.91.59:60621,2
116.74.11.12:61469,1
220.226.206.7:46926,1
122.174.199.243:57166,1
183.82.108.26:43068,1
125.19.44.66:33785,4
107.167.109.4:49412,2
122.160.42.133:56064,3
182.70.112.227:18433,1
54.251.151.39:47832,1
117.194.105.164:64963,1
182.71.183.186:56953,19
203.16.165.129:40723,1
182.71.142.2:15613,3
125.16.70.26:20758,2
122.166.238.100:29838,1
125.16.73.30:48170,3
61.246.197.150:51435,1
117.198.181.44:2195,1
52.74.219.71:60648,1
106.78.160.201:46310,1
1.39.8.159:62736,8
52.74.219.71:34515,1
123.238.149.39:54558,5
117.209.158.40:35550,3
14.139.160.5:41737,2
52.74.219.71:52191,1
183.82.107.63:53182,8
103.249.80.188:13110,4
106.66.21.186:19799,1
122.248.163.3:1393,5
43.224.0.94:27038,1
52.74.219.71:34809,1
66.249.71.126:39240,5
104.236.211.218:20346,1
70.39.184.166:44133,1
59.89.75.215:2870,2
198.134.56.85:37802,7
125.20.39.66:28181,2
164.100.146.70:59189,3
106.204.142.244:57657,1
59.98.133.34:49396,3
223.227.121.158:17400,1
202.83.16.156:49577,3
66.102.6.183:61886,13
122.161.9.53:21843,1
122.180.231.149:13938,2
182.19.67.200:30968,1
117.247.233.194:3540,1
183.83.194.42:58576,1
223.180.177.244:54895,2
52.74.219.71:49254,1
103.245.199.221:51975,5
182.64.106.42:13266,2
117.255.248.42:27192,3
14.141.57.150:59689,9
52.74.219.71:50520,1
52.74.219.71:51789,1
37.228.105.32:56488,3
107.167.107.237:43861,3
52.74.219.71:46839,1
52.74.219.71:57699,1
124.155.218.185:52893,1
103.12.135.3:52413,1
101.57.204.14:17445,5
168.235.198.218:46923,1
120.59.85.4:12346,3
117.201.215.204:11875,1
52.74.219.71:51891,1
54.236.254.140:52311,2
150.107.254.53:31915,2
115.97.33.76:50311,2
1.23.103.224:65380,2
144.36.185.50:50763,2
122.166.209.55:23325,1
115.245.166.139:44514,3
103.240.236.59:30356,3
106.186.23.95:34851,1
123.136.168.162:12432,4
1.39.8.18:19802,3
106.219.24.156:31971,3
52.74.219.71:40158,1
14.139.186.146:34115,1
122.176.148.93:15499,1
52.74.219.71:47469,1
14.140.227.201:1102,1
203.16.165.129:51631,1
104.236.211.218:19788,1
123.63.203.51:17534,1
203.91.192.4:22971,1
49.14.24.94:63707,3
183.82.111.138:52118,3
1.187.233.151:22792,1
52.74.219.71:40008,1
111.93.158.83:50555,2
52.74.219.71:43920,1
117.240.185.91:52628,2
117.223.136.164:4012,1
183.83.2.193:64879,1
59.91.172.186:33629,1
167.220.236.40:51197,4
